Peak_23557 ENSG00000169991.10	18956686	54238
Peak_25231 ENSG00000169991.10	18956686	54238
Peak_243326 ENSG00000169991.10	18956686	110275
Peak_62478 ENSG00000169991.10	18956686	110275
Peak_120209 ENSG00000169991.10	18956686	116669
Peak_72252 ENSG00000169991.10	18956686	117186
Peak_139618 ENSG00000127463.13	19251552	8584
Peak_49539 ENSG00000127463.13	19251552	8584
Peak_21465 ENSG00000162482.4	19289250	15991
Peak_25293 ENSG00000162482.4	19289250	15991
Peak_72212 ENSG00000162482.4	19289250	15991
Peak_37137 ENSG00000077549.17	19485539	19357
Peak_89349 ENSG00000077549.17	19485539	28916
Peak_80968 ENSG00000178828.6	19815278	508
Peak_96040 ENSG00000178828.6	19815278	508
Peak_56652 ENSG00000162545.5	20486220	285
Peak_38163 ENSG00000189410.11	20732837	300
Peak_63421 ENSG00000076864.19	21669363	4091
Peak_47854 ENSG00000142798.17	21937297	5753
Peak_6789 ENSG00000142798.17	21937297	19392
Peak_9640 ENSG00000142798.17	21937297	19392
Peak_20477 ENSG00000070831.15	22052626	12960
Peak_141602 ENSG00000162552.14	22143969	19207
Peak_65083 ENSG00000162552.14	22143969	19207
Peak_67266 ENSG00000162552.14	22143969	19207
Peak_62126 ENSG00000162552.14	22143969	84511
Peak_41010 ENSG00000162552.14	22143969	113363
Peak_45322 ENSG00000162552.14	22143969	114007
Peak_19818 ENSG00000184677.16	22451850	37627
Peak_10606 ENSG00000117318.8	23559794	5410
Peak_47281 ENSG00000117318.8	23559794	5410
Peak_140560 ENSG00000117318.8	23559794	2345
Peak_6827 ENSG00000117318.8	23559794	2345
Peak_81067 ENSG00000197880.8	23581494	4126
Peak_29262 ENSG00000142676.12	23691778	13127
Peak_99070 ENSG00000142676.12	23691778	13127
Peak_10987 ENSG00000011007.12	23743154	15934
Peak_17266 ENSG00000011007.12	23743154	15934
Peak_76865 ENSG00000011009.10	23790969	779
Peak_32361 ENSG00000188822.7	23913362	6570
Peak_11199 ENSG00000188529.14	23980927	37652
Peak_96198 ENSG00000188529.14	23980927	37652
Peak_67190 ENSG00000188529.14	23980927	40639
Peak_28243 ENSG00000158055.15	24319321	24972
Peak_47059 ENSG00000158055.15	24319321	24972
Peak_8375 ENSG00000169504.14	24745356	40100
Peak_60497 ENSG00000169504.14	24745356	39562
Peak_25250 ENSG00000169504.14	24745356	20825
Peak_27637 ENSG00000169504.14	24745356	20825
Peak_19349 ENSG00000169504.14	24745356	102596
Peak_62772 ENSG00000169504.14	24745356	102596
Peak_26461 ENSG00000117614.9	25232502	639
Peak_12197 ENSG00000117614.9	25232502	7126
Peak_14027 ENSG00000117614.9	25232502	7126
Peak_42341 ENSG00000157978.11	25543579	30020
Peak_28032 ENSG00000117643.14	25617467	1435
Peak_3193 ENSG00000117643.14	25617467	1435
Peak_18658 ENSG00000182749.5	25871253	3897
Peak_63852 ENSG00000182749.5	25871253	3897
Peak_96567 ENSG00000182749.5	25871253	3897
Peak_108108 ENSG00000117632.20	25906991	15639
Peak_173076 ENSG00000117632.20	25906991	15639
Peak_72043 ENSG00000117632.20	25906991	15639
Peak_12290 ENSG00000198830.10	26472449	27601
Peak_17146 ENSG00000198830.10	26472449	27601
Peak_194557 ENSG00000198830.10	26472449	27601
Peak_34350 ENSG00000198830.10	26472449	27601
Peak_9150 ENSG00000198830.10	26472449	27601
Peak_12778 ENSG00000117713.17	26696032	18547
Peak_14366 ENSG00000117713.17	26696032	3148
Peak_28130 ENSG00000060642.10	26787471	3463
Peak_44720 ENSG00000060642.10	26787471	12022
Peak_48704 ENSG00000060642.10	26787471	12022
Peak_2419 ENSG00000175793.11	26863137	1613
Peak_68844 ENSG00000175793.11	26863137	1613
Peak_245319 ENSG00000253368.3	26993706	7032
Peak_27183 ENSG00000253368.3	26993706	7032
Peak_31808 ENSG00000158246.7	27012836	14263
Peak_19681 ENSG00000158246.7	27012836	18433
Peak_48262 ENSG00000158246.7	27012836	18433
Peak_37623 ENSG00000181773.6	27392643	9769
Peak_37107 ENSG00000158195.10	27490158	14348
Peak_59965 ENSG00000158195.10	27490158	14348
Peak_103285 ENSG00000158195.10	27490158	29392
Peak_119686 ENSG00000158195.10	27490158	32190
Peak_170374 ENSG00000158195.10	27490158	37884
Peak_31022 ENSG00000158195.10	27490158	37884
Peak_85827 ENSG00000158195.10	27490158	37884
Peak_92357 ENSG00000158195.10	27490158	37884
Peak_12504 ENSG00000126709.14	27672218	12689
Peak_203374 ENSG00000126709.14	27672218	12689
Peak_30588 ENSG00000126709.14	27672218	12689
Peak_140345 ENSG00000126709.14	27672218	9299
Peak_30611 ENSG00000126709.14	27672218	9299
Peak_11816 ENSG00000120656.11	28643085	4893
Peak_33350 ENSG00000120656.11	28643085	4893
Peak_8094 ENSG00000120656.11	28643085	4893
Peak_27446 ENSG00000116329.10	28812141	36993
Peak_39346 ENSG00000116329.10	28812141	36993
Peak_13786 ENSG00000159023.18	28887090	2081
Peak_111025 ENSG00000253304.1	29123935	331
Peak_64266 ENSG00000253304.1	29123935	331
Peak_68360 ENSG00000253304.1	29123935	331
Peak_125448 ENSG00000162511.7	30757820	40786
Peak_68609 ENSG00000162511.7	30757820	40786
Peak_43358 ENSG00000162511.7	30757820	58815
Peak_171434 ENSG00000162511.7	30757820	65947
Peak_4847 ENSG00000162511.7	30757820	65947
Peak_7301 ENSG00000162511.7	30757820	65947
Peak_24227 ENSG00000162512.15	30908761	61294
Peak_11372 ENSG00000162512.15	30908761	56682
Peak_12435 ENSG00000084628.9	31239554	84932
Peak_22236 ENSG00000084628.9	31239554	84932
Peak_35936 ENSG00000084628.9	31239554	84932
Peak_39320 ENSG00000084628.9	31239554	84932
Peak_4489 ENSG00000084628.9	31239554	68903
Peak_23999 ENSG00000142910.15	31576484	2581
Peak_32651 ENSG00000142910.15	31576484	904
Peak_73885 ENSG00000142910.15	31576484	11345
Peak_78833 ENSG00000142910.15	31576484	11345
Peak_33897 ENSG00000142910.15	31576484	12089
Peak_87270 ENSG00000142910.15	31576484	12089
Peak_14721 ENSG00000084636.17	31704319	9996
Peak_202690 ENSG00000084636.17	31704319	9996
Peak_34822 ENSG00000084636.17	31704319	9996
Peak_6759 ENSG00000084636.17	31704319	9996
Peak_13886 ENSG00000121753.12	31764893	23257
Peak_15432 ENSG00000121753.12	31764893	23257
Peak_204926 ENSG00000121753.12	31764893	23257
Peak_76711 ENSG00000121753.12	31764893	23257
Peak_59916 ENSG00000134668.12	31816051	64233
Peak_50736 ENSG00000184007.17	31944856	63912
Peak_60252 ENSG00000184007.17	31944856	63912
Peak_95667 ENSG00000184007.17	31944856	63912
Peak_36682 ENSG00000184007.17	31944856	9861
Peak_45781 ENSG00000184007.17	31944856	9861
Peak_9458 ENSG00000184007.17	31944856	11110
Peak_20759 ENSG00000183615.5	32247232	7156
Peak_53229 ENSG00000183615.5	32247232	7156
Peak_34038 ENSG00000183615.5	32247232	6087
Peak_16964 ENSG00000160058.18	32394731	6127
Peak_164273 ENSG00000162520.14	32703596	12854
Peak_3040 ENSG00000162520.14	32703596	12854
Peak_76738 ENSG00000116514.16	32964685	31157
Peak_49261 ENSG00000116514.16	32964685	30614
Peak_46335 ENSG00000116514.16	32964685	8155
Peak_99107 ENSG00000116514.16	32964685	8155
Peak_15753 ENSG00000116514.16	32964685	16443
Peak_275255 ENSG00000116514.16	32964685	24501
Peak_50181 ENSG00000116514.16	32964685	24501
Peak_13224 ENSG00000116514.16	32964685	27728
Peak_235570 ENSG00000116514.16	32964685	27728
Peak_106948 ENSG00000116514.16	32964685	33332
Peak_52868 ENSG00000116514.16	32964685	42536
Peak_46707 ENSG00000160094.14	33256544	1051
Peak_70934 ENSG00000160094.14	33256544	712
Peak_65260 ENSG00000121903.14	33472644	16828
Peak_64615 ENSG00000142698.14	34166882	239567
Peak_146025 ENSG00000171812.11	36125220	9535
Peak_12396 ENSG00000054116.11	36156053	31762
Peak_34282 ENSG00000054116.11	36156053	31762
Peak_146507 ENSG00000054118.13	36224415	24316
Peak_71256 ENSG00000054118.13	36224415	24316
Peak_42673 ENSG00000054118.13	36224415	21020
Peak_74448 ENSG00000054118.13	36224415	21020
Peak_32028 ENSG00000054118.13	36224415	17032
Peak_9081 ENSG00000196182.10	36385896	575
Peak_14689 ENSG00000119535.17	36483278	3336
Peak_30712 ENSG00000119535.17	36483278	3336
Peak_39306 ENSG00000163874.8	37474551	19637
Peak_56951 ENSG00000163874.8	37474551	8919
Peak_30663 ENSG00000163874.8	37474551	2781
Peak_32158 ENSG00000163874.8	37474551	12623
Peak_98234 ENSG00000163874.8	37474551	12623
Peak_103416 ENSG00000183431.11	37990921	4843
Peak_37946 ENSG00000183431.11	37990921	4843
Peak_68569 ENSG00000185668.6	38046794	625
Peak_42892 ENSG00000116954.7	38859823	131525
Peak_23610 ENSG00000116985.10	39788861	29662
Peak_58509 ENSG00000168389.17	39955111	25427
Peak_75178 ENSG00000168389.17	39955111	32820
Peak_75179 ENSG00000084070.11	40344849	6032
Peak_9551 ENSG00000179862.6	40862366	5897
Peak_119657 ENSG00000179862.6	40862366	36138
Peak_139976 ENSG00000179862.6	40862366	36796
Peak_20302 ENSG00000179862.6	40862366	36796
Peak_12717 ENSG00000179862.6	40862366	57025
Peak_195383 ENSG00000179862.6	40862366	57025
Peak_64825 ENSG00000171793.13	40979334	39540
Peak_64316 ENSG00000171793.13	40979334	34934
Peak_45129 ENSG00000171793.13	40979334	34421
Peak_74308 ENSG00000171793.13	40979334	34421
Peak_1868 ENSG00000204060.5	41361921	1010
Peak_93005 ENSG00000204060.5	41361921	1010
Peak_22582 ENSG00000204060.5	41361921	57001
Peak_16818 ENSG00000127129.9	41484673	52232
Peak_18948 ENSG00000127129.9	41484673	52232
Peak_25199 ENSG00000127129.9	41484673	52232
Peak_9670 ENSG00000127129.9	41484673	11537
Peak_9208 ENSG00000127129.9	41484673	15780
Peak_21586 ENSG00000127129.9	41484673	16987
Peak_48213 ENSG00000117394.19	42959173	35107
Peak_6858 ENSG00000117394.19	42959173	35107
Peak_78049 ENSG00000117394.19	42959173	35107
Peak_50957 ENSG00000117395.10	43270936	5939
Peak_104909 ENSG00000196517.11	44031467	4483
Peak_103691 ENSG00000142945.12	44739817	9289
Peak_17981 ENSG00000142945.12	44739817	9289
Peak_26858 ENSG00000142945.12	44739817	9289
Peak_1525 ENSG00000188396.3	44806675	340
Peak_207022 ENSG00000188396.3	44806675	340
Peak_9209 ENSG00000188396.3	44806675	340
Peak_123730 ENSG00000117448.13	45550542	6620
Peak_30276 ENSG00000278139.1	46176488	11029
Peak_23706 ENSG00000159658.10	46719064	689
Peak_79440 ENSG00000142973.12	46757837	3117
Peak_94018 ENSG00000142973.12	46757837	3117
Peak_43082 ENSG00000162366.7	47191044	11902
Peak_77078 ENSG00000162366.7	47191044	9053
Peak_12495 ENSG00000186564.5	47436016	41542
Peak_25619 ENSG00000186564.5	47436016	41542
Peak_30954 ENSG00000186564.5	47436016	71989
Peak_93188 ENSG00000186564.5	47436016	71989
Peak_41343 ENSG00000186564.5	47436016	122895
Peak_140307 ENSG00000269113.3	47996895	244880
Peak_20164 ENSG00000117859.18	51577178	7406
Peak_15803 ENSG00000162377.5	52698366	4568
Peak_6378 ENSG00000162377.5	52698366	4568
Peak_10002 ENSG00000162383.11	53142632	3133
Peak_31994 ENSG00000162383.11	53142632	3133
Peak_42955 ENSG00000157184.5	53196428	20061
Peak_98667 ENSG00000157184.5	53196428	20061
Peak_68207 ENSG00000157184.5	53196428	13067
Peak_141132 ENSG00000174332.5	53738106	940
Peak_20580 ENSG00000174332.5	53738106	940
Peak_7109 ENSG00000162390.17	54542256	54085
Peak_30124 ENSG00000162390.17	54542256	52965
Peak_25182 ENSG00000006555.10	54801267	262
Peak_45319 ENSG00000143001.4	54980791	30071
Peak_5555 ENSG00000162402.13	55215113	213743
Peak_44000 ENSG00000162407.8	56645301	212654
Peak_171555 ENSG00000184292.6	58577773	6397
Peak_83891 ENSG00000184292.6	58577773	6397
Peak_89000 ENSG00000184292.6	58577773	6397
Peak_14454 ENSG00000184292.6	58577773	40500
Peak_194643 ENSG00000184292.6	58577773	41562
Peak_73067 ENSG00000184292.6	58577773	41562
Peak_31893 ENSG00000184292.6	58577773	42502
Peak_26154 ENSG00000177606.6	58784327	29068
Peak_21972 ENSG00000177606.6	58784327	11261
Peak_267218 ENSG00000177606.6	58784327	11261
Peak_24674 ENSG00000177606.6	58784327	29947
Peak_67415 ENSG00000177606.6	58784327	29947
Peak_8391 ENSG00000177606.6	58784327	29947
Peak_46876 ENSG00000177606.6	58784327	40417
Peak_19931 ENSG00000177606.6	58784327	40770
Peak_26929 ENSG00000177606.6	58784327	64511
Peak_72162 ENSG00000177606.6	58784327	64511
Peak_32118 ENSG00000177606.6	58784327	73953
Peak_97284 ENSG00000177606.6	58784327	73953
Peak_203560 ENSG00000177606.6	58784327	90534
Peak_30067 ENSG00000177606.6	58784327	90534
Peak_67157 ENSG00000177606.6	58784327	90534
Peak_88334 ENSG00000177606.6	58784327	90534
Peak_40983 ENSG00000177606.6	58784327	97177
Peak_37767 ENSG00000177606.6	58784327	99037
Peak_14967 ENSG00000177606.6	58784327	100731
Peak_50445 ENSG00000177606.6	58784327	100731
Peak_40877 ENSG00000177606.6	58784327	109191
Peak_51057 ENSG00000177606.6	58784327	109191
Peak_9834 ENSG00000177606.6	58784327	112326
Peak_2171 ENSG00000177606.6	58784327	119074
Peak_23168 ENSG00000177606.6	58784327	137944
Peak_8463 ENSG00000177606.6	58784327	148539
Peak_64415 ENSG00000177606.6	58784327	158414
Peak_69605 ENSG00000177606.6	58784327	158414
Peak_235218 ENSG00000177606.6	58784327	180102
Peak_56691 ENSG00000177606.6	58784327	180102
Peak_7537 ENSG00000177606.6	58784327	180102
Peak_53874 ENSG00000177606.6	58784327	192071
Peak_29609 ENSG00000177606.6	58784327	198205
Peak_21776 ENSG00000177606.6	58784327	228906
Peak_28376 ENSG00000177606.6	58784327	235902
Peak_85638 ENSG00000172456.17	59296637	252918
Peak_98191 ENSG00000172456.17	59296637	252918
Peak_37385 ENSG00000172456.17	59296637	239350
Peak_97868 ENSG00000172456.17	59296637	239350
Peak_72074 ENSG00000172456.17	59296637	234672
Peak_57375 ENSG00000172456.17	59296637	233811
Peak_25973 ENSG00000172456.17	59296637	145821
Peak_292260 ENSG00000172456.17	59296637	145821
Peak_65267 ENSG00000172456.17	59296637	92743
Peak_26889 ENSG00000162599.15	60865258	292135
Peak_169872 ENSG00000162604.12	61725423	87054
Peak_74062 ENSG00000162604.12	61725423	87054
Peak_48506 ENSG00000162604.12	61725423	83624
Peak_78545 ENSG00000162607.12	62436296	51572
Peak_86132 ENSG00000162607.12	62436296	50323
Peak_58916 ENSG00000116641.16	62688368	2118
Peak_18530 ENSG00000116641.16	62688368	18708
Peak_22481 ENSG00000116641.16	62688368	18708
Peak_48391 ENSG00000116641.16	62688368	18708
Peak_137939 ENSG00000185483.11	63774021	75746
Peak_42428 ENSG00000185483.11	63774021	75746
Peak_66405 ENSG00000185483.11	63774021	69476
Peak_8254 ENSG00000116717.11	67685060	112434
Peak_29005 ENSG00000172380.5	67833467	5200
Peak_33591 ENSG00000172380.5	67833467	7006
Peak_53162 ENSG00000172380.5	67833467	7006
Peak_274208 ENSG00000116745.6	68449959	81617
Peak_64947 ENSG00000116745.6	68449959	81617
Peak_137467 ENSG00000203943.8	84298365	26899
Peak_207863 ENSG00000203943.8	84298365	26899
Peak_25466 ENSG00000203943.8	84298365	25876
Peak_109487 ENSG00000097096.8	85201046	23819
Peak_22023 ENSG00000097096.8	85201046	23819
Peak_10434 ENSG00000142867.12	85277090	20609
Peak_52559 ENSG00000142867.12	85277090	20609
Peak_38912 ENSG00000142871.15	85580760	31191
Peak_20728 ENSG00000142871.15	85580760	48014
Peak_20823 ENSG00000142871.15	85580760	48014
Peak_47636 ENSG00000142871.15	85580760	48014
Peak_200486 ENSG00000097033.14	86704569	69738
Peak_87062 ENSG00000097033.14	86704569	69738
Peak_27185 ENSG00000097033.14	86704569	88198
Peak_27961 ENSG00000097033.14	86704569	88198
Peak_22817 ENSG00000143013.12	87328467	120809
Peak_21305 ENSG00000143013.12	87328467	477541
Peak_63392 ENSG00000143013.12	87328467	557234
Peak_119095 ENSG00000154451.14	89272804	38487
Peak_137286 ENSG00000154451.14	89272804	38487
Peak_38722 ENSG00000154451.14	89272804	38487
Peak_169103 ENSG00000097046.12	91500892	68692
Peak_33014 ENSG00000097046.12	91500892	68692
Peak_7565 ENSG00000067208.14	92792404	12297
Peak_40738 ENSG00000137962.12	94275068	50527
Peak_59502 ENSG00000137962.12	94275068	50527
Peak_27870 ENSG00000117528.11	94418454	33673
Peak_53727 ENSG00000117525.13	94541800	14352
Peak_63876 ENSG00000117525.13	94541800	14352
Peak_58910 ENSG00000117525.13	94541800	9070
Peak_94180 ENSG00000117525.13	94541800	10567
Peak_28275 ENSG00000117525.13	94541800	21164
Peak_106038 ENSG00000117525.13	94541800	61137
Peak_50872 ENSG00000117525.13	94541800	66462
Peak_39743 ENSG00000117525.13	94541800	70294
Peak_33226 ENSG00000117525.13	94541800	79522
Peak_121294 ENSG00000117525.13	94541800	106460
Peak_21361 ENSG00000117525.13	94541800	106460
Peak_267933 ENSG00000117525.13	94541800	134635
Peak_51239 ENSG00000117525.13	94541800	134635
Peak_109068 ENSG00000143036.16	94820341	118398
Peak_88818 ENSG00000143036.16	94820341	118398
Peak_33019 ENSG00000143036.16	94820341	85331
Peak_49425 ENSG00000143036.16	94820341	66574
Peak_119370 ENSG00000143036.16	94820341	64742
Peak_51335 ENSG00000143036.16	94820341	64742
Peak_39888 ENSG00000143036.16	94820341	48107
Peak_16360 ENSG00000143036.16	94820341	37001
Peak_268554 ENSG00000143036.16	94820341	18452
Peak_292363 ENSG00000143036.16	94820341	18452
Peak_41907 ENSG00000143036.16	94820341	18452
Peak_23539 ENSG00000117519.15	94927278	22763
Peak_99215 ENSG00000117519.15	94927278	45063
Peak_40863 ENSG00000188641.12	97921049	328
Peak_64616 ENSG00000162688.15	99850083	41337
Peak_175431 ENSG00000143126.7	109250018	10097
Peak_84108 ENSG00000143126.7	109250018	10097
Peak_84468 ENSG00000143126.7	109250018	10097
Peak_97456 ENSG00000143126.7	109250018	10097
Peak_35231 ENSG00000198758.10	109764027	12885
Peak_22132 ENSG00000198758.10	109764027	19268
Peak_117942 ENSG00000198758.10	109764027	28211
Peak_55713 ENSG00000198758.10	109764027	29829
Peak_241640 ENSG00000198758.10	109764027	32886
Peak_53083 ENSG00000198758.10	109764027	32886
Peak_21150 ENSG00000198758.10	109764027	59822
Peak_38930 ENSG00000184371.13	109910241	33019
Peak_45586 ENSG00000184371.13	109910241	14395
Peak_22362 ENSG00000184371.13	109910241	20930
Peak_53123 ENSG00000184371.13	109910241	24148
Peak_46314 ENSG00000168710.17	109984685	24771
Peak_27423 ENSG00000156150.6	110070700	13638
Peak_74077 ENSG00000156150.6	110070700	13638
Peak_38740 ENSG00000116396.13	110211342	1460
Peak_6600 ENSG00000116396.13	110211342	1460
Peak_52866 ENSG00000143125.5	110451199	13172
Peak_110996 ENSG00000143125.5	110451199	25803
Peak_13124 ENSG00000143125.5	110451199	25803
Peak_29574 ENSG00000143125.5	110451199	27109
Peak_18431 ENSG00000143105.6	110518838	11061
Peak_198636 ENSG00000143105.6	110518838	11061
Peak_75075 ENSG00000143105.6	110518838	11061
Peak_16792 ENSG00000134255.13	111139626	29369
Peak_110604 ENSG00000171385.9	111989155	415
Peak_47273 ENSG00000171385.9	111989155	415
Peak_53470 ENSG00000171385.9	111989155	415
Peak_208194 ENSG00000171385.9	111989155	1728
Peak_23900 ENSG00000171385.9	111989155	1728
Peak_50078 ENSG00000171385.9	111989155	1728
Peak_17204 ENSG00000143079.14	112396180	5303
Peak_29242 ENSG00000143079.14	112396180	2000
Peak_25895 ENSG00000155380.11	112957013	51532
Peak_30622 ENSG00000155380.11	112957013	51532
Peak_147597 ENSG00000155380.11	112957013	41796
Peak_25823 ENSG00000155380.11	112957013	41796
Peak_169895 ENSG00000198799.11	113073208	67421
Peak_27354 ENSG00000198799.11	113073208	67421
Peak_95537 ENSG00000198799.11	113073208	67421
Peak_39695 ENSG00000198799.11	113073208	143531
Peak_77259 ENSG00000197323.10	114511160	165010
Peak_118100 ENSG00000134198.9	115089500	9501
Peak_18015 ENSG00000134198.9	115089500	9501
Peak_199117 ENSG00000118729.11	115768781	2889
Peak_42720 ENSG00000118729.11	115768781	2889
Peak_119291 ENSG00000173212.4	116111754	39982
Peak_14770 ENSG00000173212.4	116111754	39982
Peak_243591 ENSG00000163399.15	116372667	130006
